X;Y;Z;Tempo
0.744297;0.927611;1.093349;11:36:41
0.8502769;0.9405288;0.9375978;11:36:42
0.8429193;0.9786079;1.280726;11:36:43
0.659029;1.011946;1.632109;11:36:44
0.6380196;1.004216;2.116955;11:36:45
0.4315486;1.010613;2.602733;11:36:46
0.2903385;1.022681;3.166782;11:36:47
0.4315434;1.009892;3.711293;11:36:48
0.5924239;0.9977741;4.234177;11:36:49
0.7674394;1.026641;4.721406;11:36:50
1.068783;1.015554;5.0761;11:36:51
1.295656;1.035949;5.434425;11:36:52
1.641573;1.020084;5.749667;11:36:53
1.909447;1.024639;6.190241;11:36:54
1.953383;1.03284;6.704391;11:36:55
1.991048;1.008846;7.247577;11:36:56
1.873934;1.058708;7.566626;11:36:57
1.757105;1.05488;7.712431;11:36:58
1.601454;1.075424;7.833815;11:36:59
1.525798;1.044142;7.911225;11:37:00
1.61796;1.054912;7.836613;11:37:01
1.668726;1.031011;7.71402;11:37:02
1.678415;1.024571;7.678679;11:37:03
1.662848;1.023609;7.690571;11:37:04
1.5934;1.02617;7.697731;11:37:05
1.734246;1.033338;7.497101;11:37:06
2.023412;1.189475;7.421995;11:37:07
2.060905;1.177693;7.273693;11:37:08
2.073645;1.208571;7.361475;11:37:09
2.082581;1.210456;7.361339;11:37:10
2.072065;1.204701;7.285411;11:37:11
1.954077;1.187452;6.85373;11:37:12
1.849084;1.186779;6.617599;11:37:13
1.98787;1.183689;6.418502;11:37:14
1.791483;1.192291;6.46605;11:37:15
1.936469;1.21023;6.871668;11:37:16
1.833141;1.326643;7.324707;11:37:17
1.740093;1.182486;7.594097;11:37:18
1.726778;1.166519;7.826145;11:37:19
1.707577;1.093534;7.848967;11:37:20
1.691189;1.067274;7.835782;11:37:21
1.666063;1.064835;7.841741;11:37:22
1.654453;1.061397;7.832108;11:37:23
1.663756;1.070947;7.861372;11:37:24
1.638772;1.074233;7.856569;11:37:25
1.551714;1.074618;7.851465;11:37:26
1.531218;1.068594;7.857445;11:37:27
1.224364;1.067601;7.643723;11:37:28
0.7308755;1.074411;7.51689;11:37:29
0.4173384;1.074876;7.255951;11:37:30
0.164072;1.074494;7.21805;11:37:31
0.1280432;1.053677;7.00801;11:37:32
0.06045246;1.053542;6.545927;11:37:33
-0.03533459;1.038924;5.982247;11:37:34
-0.04062653;1.01961;5.450655;11:37:35
-0.05189419;1.011398;5.398668;11:37:36
0.07121515;1.053182;5.595128;11:37:37
0.006432056;1.04406;5.538673;11:37:38
0.008183002;1.017516;5.537726;11:37:39
-0.1028976;1.003536;5.604461;11:37:40
0.06170225;1.00298;5.722736;11:37:41
0.127708;1.024784;5.739317;11:37:42
0.07566977;1.013018;5.688977;11:37:43
0.4033799;1.018887;5.626168;11:37:44
