X;Y;Z;Tempo
3.597594;1.099413;4.266213;11:11:26
3.612509;1.128407;4.225417;11:11:27
3.73448;1.115143;4.008245;11:11:28
3.666506;1.108301;3.67316;11:11:29
3.633329;1.090138;3.179253;11:11:30
3.244315;1.080193;2.778959;11:11:31
2.571418;1.096763;2.54668;11:11:32
1.83731;1.095968;2.320827;11:11:33
1.098111;1.060184;2.114029;11:11:34
0.5623705;1.003673;1.816569;11:11:35
0.261283;0.9298077;1.642601;11:11:36
0.388968;0.9696341;1.67233;11:11:37
1.115108;1.046656;2.146832;11:11:38
1.829687;1.119181;2.399835;11:11:39
2.558736;1.13693;2.664453;11:11:40
3.098565;1.130333;2.792507;11:11:41
3.284804;1.158362;2.85686;11:11:42
3.331695;1.139667;2.867475;11:11:43
3.319484;1.137321;2.890381;11:11:44
3.328916;1.135885;2.890822;11:11:45
3.427282;1.12311;3.146407;11:11:46
3.708547;1.120328;3.647921;11:11:47
3.908093;1.136028;4.200772;11:11:48
3.938954;1.141687;4.340405;11:11:49
3.99309;1.130986;4.394114;11:11:50
3.981702;1.127552;4.414685;11:11:51
3.984941;1.134117;4.404696;11:11:52
3.905894;1.119591;4.246607;11:11:53
3.864989;1.096358;3.69503;11:11:54
3.661387;1.088484;3.085316;11:11:55
3.184371;1.104928;2.660809;11:11:56
2.492884;1.081154;2.308229;11:11:57
1.70147;1.06717;2.157947;11:11:58
0.9369112;1.057611;2.148438;11:11:59
0.3311651;1.037856;2.100802;11:12:00
-0.1555917;0.9609591;2.13159;11:12:01
-0.2430291;0.9156927;2.132711;11:12:02
-0.1006385;0.98529;2.085388;11:12:03
0.2837162;1.096148;2.030459;11:12:04
0.3989313;1.100937;2.161709;11:12:05
0.5396092;1.101379;2.144353;11:12:06
0.565614;1.086202;2.159643;11:12:07
0.8215878;1.082844;1.806916;11:12:08
0.6057963;1.035819;1.487922;11:12:09
0.5477809;1.036976;1.485776;11:12:10
0.5390863;1.030946;1.509651;11:12:11
0.532794;1.041588;1.527869;11:12:12
0.4352869;1.099814;1.497648;11:12:13
0.3391707;0.8133443;1.526666;11:12:14
0.4026307;0.7831864;1.531171;11:12:15
